Voltage,ROAMES_Conductor_Id,ROAMES_Span_Id,ROAMES_Bay_Id,Last_Capture_Timestamp,name,altitudeMode,WKT
415V,74095450,35506469,11821198,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095450,absolute,"LINESTRING Z (115.50905316705766 -28.538894292318997 290.749134609453, 115.50905363777304 -28.538942981811157 290.51162265589, 115.50905410848775 -28.538991671302902 290.325080366562, 115.50905457920182 -28.539040360794413 290.189491120963, 115.50905504991526 -28.539089050285515 290.104842838392, 115.5090555206281 -28.539137739776383 290.071127976873, 115.50905599134023 -28.539186429266827 290.088343532488, 115.5090564620518 -28.53923511875705 290.156491039105, 115.50905693276268 -28.539283808246857 290.275576568515, 115.50905740347294 -28.53933249773643 290.445610730975, 115.50905787418256 -28.53938118722559 290.666608676153)"
415V,74095451,35506469,11821198,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095451,absolute,"LINESTRING Z (115.50905893324291 -28.538893671292573 290.795001416144, 115.5090592030151 -28.538942419093196 290.498457886239, 115.50905947278646 -28.538991166893478 290.264706407389, 115.50905974255701 -28.53903991469344 290.093715472218, 115.50906001232673 -28.53908866249307 289.985462032846, 115.50906028209562 -28.53913741029237 289.939931497786, 115.50906055186368 -28.539186158091248 289.957117729975, 115.50906082163092 -28.539234905889895 290.037023045946, 115.50906109139733 -28.539283653688205 290.179658216141, 115.50906136116292 -28.539332401486185 290.385042466364, 115.50906163092769 -28.539381149283834 290.65320348037)"
415V,74095456,35506472,7498710,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095456,absolute,"LINESTRING Z (115.51112215598948 -28.540558802260026 280.047964643163, 115.5111220647089 -28.54052277819737 279.777831168647, 115.51112197342776 -28.54048675413444 279.561960079709, 115.51112188214613 -28.54045073007142 279.400311637885, 115.51112179086395 -28.540414706008214 279.292856086247, 115.51112169958127 -28.540378681944834 279.239573643922, 115.51112160829805 -28.540342657881265 279.240454502452, 115.5111215170143 -28.540306633817515 279.29549882399, 115.51112142573004 -28.540270609753588 279.404716741326, 115.51112133444526 -28.540234585689475 279.568128359758, 115.51112124315996 -28.540198561625086 279.785763760788)"
415V,74095457,35506472,7498710,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095457,absolute,"LINESTRING Z (115.5111262256582 -28.540558745417048 280.053498036839, 115.51112611177102 -28.540522674348015 279.776632911157, 115.51112599788334 -28.540486603278797 279.555629069539, 115.51112588399513 -28.540450532209388 279.390443515653, 115.51112577010645 -28.540414461139726 279.281044112623, 115.51112565621722 -28.540378390069957 279.227409576778, 115.5111255423275 -28.54034231900001 279.229529473512, 115.51112542843727 -28.540306247929873 279.287404215249, 115.51112531454653 -28.54027017685947 279.40104506153, 115.51112520065527 -28.540234105788976 279.5704741212, 115.51112508676353 -28.540198034718294 279.795724356709)"
415V,74095458,35506472,7498710,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095458,absolute,"LINESTRING Z (115.51113143698687 -28.54055867263074 280.098839849056, 115.51113137819277 -28.54052252981785 279.782600870718, 115.51113131939816 -28.540486387004677 279.531483610622, 115.51113126060295 -28.54045024419142 279.345422011578, 115.51113120180722 -28.540414101377884 279.224367129495, 115.51113114301096 -28.54037795856425 279.168287120503, 115.5111310842141 -28.540341815750352 279.177167232579, 115.51113102541674 -28.540305672936352 279.251009801665, 115.5111309666188 -28.54026953012216 279.38983425228, 115.5111309078203 -28.540233387307705 279.593677102637, 115.5111308490213 -28.540197244493147 279.862591974241)"
415V,74095459,35506472,7498710,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095459,absolute,"LINESTRING Z (115.51113632350366 -28.540558604395322 280.049430983287, 115.51113621084353 -28.540522408793844 279.744283051992, 115.51113609818292 -28.540486213192278 279.501799909638, 115.51113598552179 -28.54045001759043 279.321922644031, 115.51113587286015 -28.54041382198841 279.204607553311, 115.51113576019799 -28.540377626386288 279.149826135332, 115.51113564753531 -28.540341430783894 279.157565080742, 115.51113553487212 -28.540305235181407 279.227826269748, 115.51113542220841 -28.540269039578643 279.36062677257, 115.5111353095442 -28.540232843975705 279.555998853592, 115.51113519687947 -28.540196648372667 279.8139899792)"
415V,74095468,35506476,7498696,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095468,absolute,"LINESTRING Z (115.51194128960005 -28.54034492525255 279.517038354866, 115.51194132712173 -28.540317898592065 279.292354824515, 115.51194136464309 -28.54029087193156 279.109010842467, 115.51194140216413 -28.540263845270857 278.966971637908, 115.51194143968478 -28.54023681861006 278.86621027339, 115.51194147720508 -28.540209791949238 278.806707639726, 115.51194151472505 -28.540182765288225 278.78845245236, 115.51194155224468 -28.540155738627107 278.811441249234, 115.51194158976392 -28.540128711965966 278.875678390127, 115.51194162728284 -28.540101685304645 278.981176057482, 115.51194166480143 -28.540074658643206 279.127954258717)"
415V,74095469,35506476,7498696,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095469,absolute,"LINESTRING Z (115.5119469263042 -28.54034491980724 279.422568740702, 115.51194703456632 -28.540317876361698 279.198988242383, 115.51194714282805 -28.540290832916043 279.014353753645, 115.51194725108938 -28.5402637894702 278.868634235118, 115.51194735935032 -28.540236746024334 278.761805189526, 115.51194746761091 -28.540209702578267 278.693848657569, 115.51194757587108 -28.540182659132185 278.664753214901, 115.51194768413087 -28.540155615685997 278.674513970216, 115.51194779239029 -28.54012857223962 278.723132564417, 115.51194790064933 -28.54010152879322 278.810617170901, 115.51194800890798 -28.540074485346626 278.936982496924)"
415V,74095470,35506476,7498696,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095470,absolute,"LINESTRING Z (115.51195642954944 -28.54034493818531 279.435934521923, 115.51195643587928 -28.540317869730423 279.187644621865, 115.51195644220881 -28.54029080127543 278.983409344786, 115.51195644853799 -28.54026373282033 278.823184884588, 115.51195645486683 -28.54023666436513 278.706936874981, 115.51195646119535 -28.54020959590982 278.634640382115, 115.51195646752356 -28.54018252745441 278.606279899231, 115.5119564738514 -28.540155458998974 278.621849343335, 115.51195648017891 -28.540128390543362 278.68135205389, 115.51195648650611 -28.540101322087637 278.78480079354, 115.51195649283294 -28.540074253631797 278.932217750838)"
415V,74095471,35506476,7498696,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095471,absolute,"LINESTRING Z (115.51196180206773 -28.540344931926366 279.522422328995, 115.51196178111182 -28.540317850168297 279.283104085835, 115.51196176015559 -28.540290768410223 279.085963586444, 115.51196173919901 -28.540263686651954 278.930962095186, 115.51196171824213 -28.540236604893664 278.818069156208, 115.51196169728495 -28.540209523135182 278.747262587464, 115.51196167632743 -28.540182441376686 278.718528476349, 115.51196165536959 -28.540155359617994 278.73186117697, 115.5119616344114 -28.54012827785929 278.787263309036, 115.51196161345293 -28.540101196100398 278.884745758373, 115.51196159249415 -28.540074114341394 279.024327679059)"
415V,74095476,35506479,7498825,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095476,absolute,"LINESTRING Z (115.51111949150481 -28.541676765866654 280.88784088821, 115.51111911283688 -28.54164063681884 280.511661484407, 115.51111873416859 -28.541604507770852 280.182469229992, 115.51111835549999 -28.541568378722605 279.900219135077, 115.51111797683107 -28.541532249674265 279.66487262524, 115.51111759816179 -28.541496120625755 279.476397536259, 115.51111721949219 -28.54145999157696 279.334768109711, 115.51111684082228 -28.54142386252809 279.239964989454, 115.511116462152 -28.54138773347904 279.191975218979, 115.51111608348143 -28.54135160442973 279.190792239645, 115.5111157048105 -28.541315475380323 279.236415889777)"
415V,74095477,35506479,7498825,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095477,absolute,"LINESTRING Z (115.51112480721314 -28.541676721685274 280.860651787656, 115.5111244386857 -28.541640592529514 280.480682314353, 115.51112407015793 -28.54160446337367 280.150519997464, 115.51112370162983 -28.541568334217644 279.870114141231, 115.51112333310138 -28.541532205061436 279.6394216899, 115.51112296457262 -28.541496075904963 279.458407221111, 115.51112259604348 -28.54145994674841 279.327042940457, 115.51112222751404 -28.541423817591674 279.245308677219, 115.51112185898425 -28.541387688434753 279.213191881265, 115.51112149045412 -28.541351559277572 279.230687621125, 115.51112112192367 -28.54131543012031 279.297798583236)"
415V,74095478,35506479,7498825,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095478,absolute,"LINESTRING Z (115.5111339710901 -28.541676648689638 280.814961420653, 115.5111336016941 -28.541640519542877 280.393816048407, 115.51113323229774 -28.54160439039594 280.033162673819, 115.51113286290104 -28.541568261248838 279.732919746492, 115.51113249350401 -28.541532132101555 279.493019375949, 115.51113212410665 -28.541496002954084 279.313407316281, 115.51113175470897 -28.54145987380645 279.194042953881, 115.5111313853109 -28.541423744658633 279.134899298258, 115.51113101591255 -28.541387615510633 279.135962975939, 115.51113064651382 -28.54135148636246 279.197234227441, 115.51113027711479 -28.541315357214106 279.318726907327)"
415V,74095479,35506479,7498825,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095479,absolute,"LINESTRING Z (115.5111382316364 -28.541676651196685 280.76690545821, 115.51113803034006 -28.541640520903524 280.41880068726, 115.51113782904326 -28.541604390610207 280.121286711458, 115.51113762774601 -28.5415682603167 279.874316335763, 115.51113742644831 -28.541532130023004 279.677850382933, 115.51113722515018 -28.541495999729136 279.531857687309, 115.51113702385157 -28.541459869435087 279.436315089875, 115.51113682255252 -28.541423739140846 279.391207434579, 115.51113662125302 -28.541387608846435 279.396527565934, 115.51113641995306 -28.541351478551846 279.45227632788, 115.51113621865265 -28.54131534825706 279.558462563917)"
415V,74095492,35506485,7498667,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095492,absolute,"LINESTRING Z (115.51102977459706 -28.540066214079133 280.311288514063, 115.51098784653695 -28.54006630248197 280.268094466597, 115.51094591847736 -28.540066390871957 280.267599502149, 115.51090399041831 -28.540066479248893 280.309803567111, 115.51086206235983 -28.54006656761287 280.394711232467, 115.51082013430188 -28.540066655963987 280.522331694283, 115.51077820624448 -28.54006674430206 280.692678774712, 115.51073627818765 -28.540066832627172 280.90577092348, 115.51069435013135 -28.540066920939434 281.161631219894, 115.51065242207561 -28.540067009238648 281.460287375337, 115.5106104940204 -28.540067097524904 281.801771736268)"
415V,74095493,35506485,7498667,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095493,absolute,"LINESTRING Z (115.51102933261696 -28.5400630205514 280.290500368131, 115.5109874587909 -28.540063112975226 280.264513556153, 115.51094558496537 -28.54006320538622 280.277000274953, 115.51090371114037 -28.5400632977843 280.327961625377, 115.51086183731594 -28.540063390169365 280.417402100245, 115.51081996349204 -28.54006348254159 280.545329584748, 115.5107780896687 -28.54006357490091 280.711755357144, 115.5107362158459 -28.540063667247214 280.916694089749, 115.51069434202365 -28.54006375958068 281.160163850234, 115.51065246820193 -28.54006385190114 281.442186103218, 115.51061059438075 -28.540063944208775 281.762785712157)"
415V,74095494,35506485,7498667,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095494,absolute,"LINESTRING Z (115.51102874599162 -28.540058779108385 280.342263697199, 115.51098694421475 -28.54005887535813 280.304651688709, 115.51094514243843 -28.540058971594984 280.306670321265, 115.51090334066265 -28.54005906781897 280.348319784346, 115.5108615388874 -28.540059164030072 280.429603987385, 115.51081973711268 -28.54005926022831 280.55053056014, 115.5107779353385 -28.54005935641366 280.711110853405, 115.51073613356485 -28.54005945258614 280.911359940077, 115.51069433179177 -28.540059548745734 281.151296616574, 115.51065253001921 -28.540059644892462 281.430943404595, 115.51061072824719 -28.54005974102631 281.750326553235)"
415V,74095495,35506485,7498667,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095495,absolute,"LINESTRING Z (115.51102828362541 -28.540055436922582 280.314309148291, 115.5109865387994 -28.540055530565958 280.327503753815, 115.51094479397388 -28.540055624196484 280.370244776211, 115.51090304914894 -28.540055717814177 280.442534451472, 115.5108613043245 -28.54005581141902 280.544376561427, 115.5108195595006 -28.540055905011037 280.67577643394, 115.51077781467728 -28.540055998590194 280.836740943185, 115.51073606985447 -28.54005609215651 281.027278510008, 115.51069432503222 -28.540056185709997 281.247399102368, 115.5106525802105 -28.54005627925064 281.49711423586, 115.51061083538931 -28.540056372778444 281.77643697431)"
415V,74095496,35506486,7501740,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095496,absolute,"LINESTRING Z (115.51085030205964 -28.539537229089277 281.507677093798, 115.51085157743275 -28.539566302953084 281.215410553113, 115.5108528528062 -28.53959537681679 280.974608144056, 115.51085412817994 -28.539624450680492 280.785208931744, 115.51085540355403 -28.539653524543986 280.647164988834, 115.51085667892842 -28.539682598407374 280.560441383401, 115.51085795430313 -28.539711672270656 280.525016170096, 115.51085922967819 -28.539740746133837 280.540880384594, 115.51086050505354 -28.539769819997 280.608038041322, 115.51086178042922 -28.539798893859967 280.72650613448, 115.51086305580522 -28.539827967722825 280.896314642338)"
415V,74095497,35506486,7501740,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095497,absolute,"LINESTRING Z (115.51087108450983 -28.539536093437366 281.455267916955, 115.51087031528228 -28.539565291645278 281.245688247874, 115.51086954605393 -28.539594489853126 281.097213837975, 115.51086877682475 -28.53962368806082 281.009791922842, 115.51086800759477 -28.539652886268392 280.983391434722, 115.51086723836399 -28.53968208447581 281.018002991483, 115.51086646913238 -28.539711282683093 281.113638893283, 115.51086569989997 -28.53974048089014 281.270333126939, 115.51086493066676 -28.53976967909714 281.488141378004, 115.51086416143274 -28.539798877304 281.76714105056, 115.5108633921979 -28.53982807551071 282.107431294723)"
415V,74095498,35506486,7501740,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095498,absolute,"LINESTRING Z (115.51086500236005 -28.539536425727125 281.439454449544, 115.51086480957439 -28.53956558718927 281.214615916404, 115.51086461678825 -28.539594748651286 281.04409100761, 115.51086442400162 -28.539623910113274 280.927831732238, 115.51086423121448 -28.53965307157505 280.865805371371, 115.51086403842687 -28.53968223303669 280.857994468893, 115.5108638456388 -28.539711394498305 280.904396826578, 115.51086365285019 -28.539740555959693 281.005025503469, 115.51086346006112 -28.539769717420963 281.159908819553, 115.51086326727155 -28.539798878882202 281.369090363733, 115.51086307448149 -28.539828040343217 281.632629006093)"
415V,74095499,35506486,7501740,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095499,absolute,"LINESTRING Z (115.51085590022068 -28.539536923106844 281.466134366962, 115.51085670633739 -28.539566027936274 281.203932036137, 115.5108575124542 -28.539595132765598 280.998585694647, 115.51085831857105 -28.539624237594722 280.850031899518, 115.51085912468795 -28.539653342423833 280.758224754173, 115.51085993080493 -28.539682447252826 280.723135894249, 115.51086073692198 -28.53971155208171 280.744754478833, 115.51086154303906 -28.539740656910492 280.823087187117, 115.51086234915624 -28.539769761739162 280.958158220456, 115.51086315527346 -28.539798866567633 281.150009309848, 115.51086396139074 -28.53982797139608 281.398699728827)"
415V,74095504,35506489,7498511,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095504,absolute,"LINESTRING Z (115.51195074731747 -28.539348900833797 277.861021025076, 115.51197456929035 -28.539349881061245 277.733457032563, 115.51199839126383 -28.539350861284547 277.629623262318, 115.51202221323797 -28.539351841503773 277.549509003693, 115.51204603521275 -28.539352821718737 277.493105992753, 115.51206985718817 -28.539353801929536 277.460408411422, 115.51209367916422 -28.53935478213617 277.451412886883, 115.51211750114093 -28.539355762338648 277.46611849123, 115.51214132311826 -28.539356742537045 277.504526741374, 115.51216514509625 -28.53935772273119 277.566641599199, 115.51218896707486 -28.539358702921163 277.652469471968)"
415V,74095505,35506489,7498511,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095505,absolute,"LINESTRING Z (115.51195078511188 -28.539352267784473 277.940643347978, 115.51197458524082 -28.53935325600147 277.781998478813, 115.51199838537043 -28.539354244214312 277.650540167151, 115.51202218550068 -28.539355232422903 277.546250608191, 115.51204598563159 -28.539356220627432 277.469115676888, 115.51206978576312 -28.539357208827802 277.419124926035, 115.51209358589529 -28.539358197023923 277.396271584852, 115.51211738602811 -28.53935918521598 277.400552558068, 115.51214118616159 -28.539360173403878 277.4319684255, 115.5121649862957 -28.539361161587628 277.490523442135, 115.51218878643046 -28.539362149767115 277.576225538702)"
415V,74095506,35506489,7498511,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095506,absolute,"LINESTRING Z (115.51195083600068 -28.539356793178275 277.898497821738, 115.51197461172843 -28.539357700825136 277.747301650691, 115.5119983874568 -28.53935860846794 277.623149751591, 115.51202216318579 -28.539359516106494 277.526025438666, 115.51204593891538 -28.53936042374101 277.455915658603, 115.51206971464555 -28.539361331371264 277.412810988783, 115.51209349037634 -28.53936223899747 277.396705636026, 115.51211726610777 -28.53936314661943 277.407597435803, 115.51214104183977 -28.539364054237243 277.445487851951, 115.51216481757237 -28.539364961850996 277.510381976867, 115.5121885933056 -28.539365869460514 277.602288532193)"
415V,74095507,35506489,7498511,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095507,absolute,"LINESTRING Z (115.51195087308069 -28.53936009002026 277.783914168525, 115.51197462297337 -28.539361074937467 277.669330629231, 115.51199837286671 -28.53936205985062 277.575110220322, 115.51202212276065 -28.539363044759543 277.501245738713, 115.51204587265526 -28.539364029664426 277.447731537514, 115.5120696225505 -28.53936501456507 277.414563525601, 115.51209337244639 -28.539365999461673 277.401739167303, 115.5121171223429 -28.539366984354125 277.409257482206, 115.51214087224005 -28.539367969242353 277.437119045081, 115.51216462213785 -28.539368954126534 277.485325985924, 115.51218837203629 -28.539369939006484 277.553881990124)"
415V,74095516,35506493,11821200,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095516,absolute,"LINESTRING Z (115.51188131651745 -28.54348646943937 288.194625140053, 115.51185029980634 -28.54350913173807 287.875205341196, 115.51181928308208 -28.543531794029192 287.652459682146, 115.5117882663446 -28.543554456312577 287.526254648214, 115.51175724959394 -28.543577118588402 287.496514591571, 115.51172623283011 -28.543599780856464 287.563221685901, 115.51169521605313 -28.543622443116977 287.726415915719, 115.51166419926292 -28.543645105369823 287.986195100333, 115.51163318245958 -28.54366776761493 288.342714952485, 115.51160216564305 -28.543690429852468 288.796189171679, 115.51157114881332 -28.54371309208226 289.346889572275)"
415V,74095517,35506493,11821200,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095517,absolute,"LINESTRING Z (115.51187823074844 -28.543483090347888 288.075462080005, 115.51184757869697 -28.543506147922773 287.805294665928, 115.51181692663226 -28.54352920549017 287.615004907456, 115.51178627455427 -28.543552263050067 287.504514864892, 115.51175562246299 -28.543575320602464 287.473779283247, 115.51172497035847 -28.54359837814736 287.52278557371, 115.51169431824067 -28.543621435684774 287.651553808488, 115.51166366610963 -28.543644493214682 287.86013672903, 115.5116330139653 -28.54366755073719 288.148619767624, 115.5116023618077 -28.543690608252113 288.517121082396, 115.51157170963685 -28.543713665759537 288.965791605699)"
415V,74095518,35506493,11821200,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095518,absolute,"LINESTRING Z (115.51187226579395 -28.543477048378268 288.222719384735, 115.51184219289858 -28.54350068932878 287.875156145593, 115.51181211998984 -28.543524330272138 287.61388455673, 115.51178204706774 -28.543547971208152 287.438780029893, 115.51175197413224 -28.543571612137026 287.349759065888, 115.51172190118338 -28.543595253058555 287.346779214764, 115.51169182822116 -28.543618893972933 287.429839055569, 115.51166175524558 -28.543642534880078 287.598978195671, 115.51163168225659 -28.543666175779872 287.854277289651, 115.51160160925427 -28.543689816672526 288.195858077755, 115.51157153623856 -28.54371345755784 288.623883443955)"
415V,74095519,35506493,11821200,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095519,absolute,"LINESTRING Z (115.51186858396075 -28.543473563661085 288.034510228978, 115.51183885321149 -28.543497526335784 287.748529083433, 115.51180912244881 -28.543521489003474 287.528030913954, 115.51177939167272 -28.54354545166407 287.372955028814, 115.5117496608832 -28.54356941431757 287.283258743654, 115.51171993008029 -28.54359337696389 287.258917369732, 115.51169019926397 -28.543617339603202 287.299924207128, 115.51166046843421 -28.543641302235415 287.406290542901, 115.51163073759109 -28.543665264860532 287.578045654195, 115.51160100673452 -28.543689227478467 287.815236816295, 115.51157127586454 -28.54371319008939 288.117929315644)"
415V,74095524,35506496,7498806,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095524,absolute,"LINESTRING Z (115.50982005449605 -28.541514744688016 282.694006120765, 115.50981975157755 -28.54147727294038 282.331532043019, 115.50981944865862 -28.54143980119256 282.064421720347, 115.50981914573929 -28.54140232944464 281.892535084786, 115.50981884281951 -28.541364857696426 281.815782002002, 115.50981853989931 -28.54132738594802 281.834122224024, 115.50981823697872 -28.541289914199524 281.947565368143, 115.5098179340577 -28.541252442450737 282.156170921952, 115.50981763113624 -28.54121497070176 282.460048274544, 115.5098173282144 -28.541177498952674 282.859356773867, 115.50981702529211 -28.541140027203316 283.354305810289)"
415V,74095525,35506496,7498806,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095525,absolute,"LINESTRING Z (115.50981197585759 -28.541514700394725 282.685468210172, 115.50981158310249 -28.5414772395722 282.341365760093, 115.50981119034705 -28.541439778749556 282.091158746286, 115.50981079759124 -28.54140231792674 281.934719824968, 115.5098104048351 -28.541364857103634 281.871969375971, 115.50981001207857 -28.541327396280426 281.902875462221, 115.5098096193217 -28.541289935456934 282.027453813486, 115.5098092265645 -28.541252474633353 282.245767834379, 115.50980883380693 -28.54121501380958 282.557928636626, 115.50980844104899 -28.54117755298552 282.964095095624, 115.5098080482907 -28.541140092161367 283.464473931292)"
415V,74095526,35506496,7498806,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095526,absolute,"LINESTRING Z (115.50982407011944 -28.541514766666186 282.643531921635, 115.50982376063286 -28.541477290116028 282.291682112623, 115.50982345114588 -28.541439813565677 282.035730382399, 115.50982314165847 -28.541402337015143 281.875540988351, 115.50982283217068 -28.541364860464405 281.811028974901, 115.50982252268246 -28.541327383913476 281.842160128454, 115.5098222131938 -28.541289907362277 281.968950959246, 115.50982190370476 -28.541252430810964 282.19146871011, 115.5098215942153 -28.541214954259456 282.509831392126, 115.50982128472539 -28.54117747770777 282.924207847219, 115.5098209752351 -28.541140001155874 283.434817837694)"
415V,74095527,35506496,7498806,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095527,absolute,"LINESTRING Z (115.50981564976696 -28.541514720522265 282.659676181395, 115.50981526407926 -28.541477254614854 282.299930254336, 115.50981487839121 -28.54143978870725 282.037856272423, 115.50981449270277 -28.541402322799538 281.87331001552, 115.50981410701398 -28.541364856891555 281.806200933305, 115.5098137213248 -28.54132739098338 281.83649209544, 115.5098133356353 -28.541289925075098 281.964200171246, 115.50981294994544 -28.541252459166536 282.189395438878, 115.5098125642552 -28.541214993257874 282.512201824, 115.50981217856459 -28.541177527348932 282.932796967979, 115.50981179287363 -28.54114006143981 283.451412325644)"
415V,74095544,35506505,11821201,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095544,absolute,"LINESTRING Z (115.51086293365772 -28.538460294201098 282.870181398539, 115.51086297172384 -28.538476065721742 282.74861907863, 115.51086300978984 -28.538491837242344 282.63474572908, 115.51086304785576 -28.538507608762817 282.528559155761, 115.51086308592159 -28.538523380283344 282.430057312654, 115.51086312398728 -28.538539151803757 282.339238301809, 115.5108631620529 -28.53855492332421 282.256100373311, 115.51086320011841 -28.538570694844644 282.180641925246, 115.51086323818379 -28.538586466364947 282.11286150367, 115.51086327624911 -28.538602237885303 282.052757802577, 115.51086331431432 -28.53861800940562 282.000329663881)"
415V,74095545,35506505,11821201,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095545,absolute,"LINESTRING Z (115.51085798581019 -28.538460503297607 282.98811750515, 115.51085811849036 -28.538476314409802 282.839185759246, 115.51085825117049 -28.53849212552188 282.702439218418, 115.5108583838505 -28.538507936633916 282.577871312531, 115.51085851653045 -28.538523747745916 282.465476056585, 115.51085864921035 -28.538539558857895 282.365248050429, 115.51085878189016 -28.53855536996991 282.277182478501, 115.5108589145699 -28.538571181081807 282.201275109595, 115.51085904724955 -28.53858699219368 282.137522296659, 115.51085917992914 -28.538602803305512 282.085920976622, 115.51085931260866 -28.538618614417302 282.046468670241)"
415V,74095546,35506505,11821201,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095546,absolute,"LINESTRING Z (115.51084909045095 -28.538460879200457 283.057948925598, 115.51084961541406 -28.53847672781676 282.890277027857, 115.51085014037723 -28.538492576432933 282.736984334809, 115.51085066534043 -28.538508425049077 282.598060664152, 115.51085119030368 -28.53852427366528 282.473496788034, 115.51085171526698 -28.53854012228136 282.363284432432, 115.51085224023029 -28.538555970897406 282.267416276613, 115.51085276519368 -28.538571819513436 282.185885952636, 115.51085329015713 -28.538587668129495 282.11868804494, 115.51085381512057 -28.538603516745457 282.065818089975, 115.5108543400841 -28.538619365361377 282.027272575913)"
415V,74095547,35506505,11821201,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095547,absolute,"LINESTRING Z (115.51084344268592 -28.53846111785149 283.038758107586, 115.51084414704411 -28.538477000839908 282.896315251338, 115.5108448514024 -28.53849288382829 282.76317116842, 115.51084555576075 -28.53850876681664 282.639322170653, 115.51084626011925 -28.53852464980496 282.524764827339, 115.51084696447779 -28.53854053279325 282.419495965165, 115.51084766883646 -28.538556415781596 282.323512668113, 115.51084837319523 -28.538572298769825 282.236812277383, 115.5108490775541 -28.538588181758012 282.159392391317, 115.51084978191305 -28.538604064746178 282.091250865334, 115.51085048627212 -28.538619947734304 282.032385811869)"
415V,74095583,35506524,7498404,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095583,absolute,"LINESTRING Z (115.51195697855484 -28.538453341034394 279.444472327762, 115.51195753443656 -28.538476903534324 279.320704550253, 115.51195809031826 -28.53850046603429 279.228383826903, 115.51195864619996 -28.538524028534077 279.167496794841, 115.51195920208166 -28.5385475910338 279.138034641033, 115.51195975796335 -28.53857115353354 279.139993101006, 115.51196031384505 -28.538594716033117 279.173372458238, 115.51196086972675 -28.53861827853263 279.23817754419, 115.51196142560843 -28.538641841032153 279.334417739012, 115.51196198149013 -28.538665403531514 279.462106972895, 115.5119625373718 -28.53868896603089 279.621263728095)"
415V,74095584,35506524,7498404,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095584,absolute,"LINESTRING Z (115.51195296548251 -28.538453426965464 279.420216295747, 115.51195341453726 -28.538476974139865 279.291228716436, 115.511953863592 -28.53850052131411 279.19514432086, 115.51195431264668 -28.53852406848836 279.131947863745, 115.5119547617013 -28.53854761566254 279.101629318, 115.51195521075586 -28.53857116283665 279.104183873117, 115.51195565981038 -28.538594710010692 279.139611934417, 115.51195610886485 -28.538618257184655 279.207919123108, 115.51195655791928 -28.538641804358544 279.309116277181, 115.51195700697365 -28.538665351532277 279.443219453127, 115.51195745602797 -28.538688898706017 279.610249928485)"
415V,74095585,35506524,7498404,Sep 17 2021  2:31AM,ROAMES Conductor Id: 74095585,absolute,"LINESTRING Z (115.51194822354257 -28.53845347908141 279.465938025301, 115.51194824817205 -28.538477009143104 279.33407831188, 115.51194827280129 -28.53850053920463 279.236073728976, 115.5119482974303 -28.53852406926608 279.171907786631, 115.51194832205906 -28.538547599327533 279.141569688472, 115.51194834668759 -28.538571129388828 279.145054329901, 115.51194837131588 -28.53859465945013 279.182362297234, 115.51194839594393 -28.538618189511265 279.253499867798, 115.51194842057176 -28.538641719572404 279.35847901099, 115.51194844519932 -28.538665249633382 279.497317390291, 115.51194846982666 -28.538688779694287 279.670038366232)"
